date,bc_aod_regional,year,month,day_of_year,albedo_mean,albedo_std,pixel_count,glacier_fraction_mean,season
2022-09-23,0.003524026385,2022,9,266,0.1784,0.03187161746758392,5,0.8880000000002151,September
2022-08-08,0.003504466418,2022,8,220,0.3365114069611791,0.07726510462319372,29,0.8743034482760773,August
2022-08-09,0.003495715218,2022,8,221,0.35017227093037023,0.08809531887866975,34,0.9047058823530832,August
2022-09-02,0.003437473779,2022,9,245,0.19973499702739958,0.036395021145106676,26,0.8596153846156708,September
2024-09-18,0.003436790286,2024,9,262,0.28027641373223927,0.09581184897096544,13,0.8220000000002696,September
2022-08-07,0.003353302617,2022,8,219,0.36720407211851136,0.09022969273575591,39,0.85418461538483,August
2022-06-12,0.003340565374,2022,6,163,0.5597650521106409,0.10709489508188266,13,0.8663692307694363,June
2022-09-21,0.0033397709,2022,9,264,0.31966196903770466,0.13235273604627487,18,0.9000222222224031,September
2022-09-25,0.003317301526,2022,9,268,0.17791739905942988,0.02442180260223362,35,0.865028571428737,September
2024-09-01,0.003302305499,2024,9,245,0.24460076724435223,0.08316425270973474,33,0.8307878787881466,September
2022-07-12,0.003254375716,2022,7,193,0.398,0.01641427949769869,8,0.8952500000001192,July
2022-09-27,0.003175378259,2022,9,270,0.17339384502140529,0.0442247802774815,39,0.853364102564299,September
2022-08-29,0.00313645659,2022,8,241,0.21928571428571428,0.03846519762813429,7,0.7685142857147981,August
2023-09-11,0.003130262294,2023,9,254,0.1688333333333333,0.05793588410188169,6,0.9666666666667569,September
2024-06-06,0.003053814833,2024,6,158,0.4975638480721229,0.08803386537599957,3,0.6312000000007153,June
2022-07-11,0.003038558508,2022,7,192,0.47481097871079847,0.08047707159306744,40,0.8574000000002153,July
2022-09-20,0.003028349027,2022,9,263,0.4603731681377716,0.17488438842213574,32,0.8556500000002628,September
2023-09-16,0.002986052894,2023,9,259,0.18738553840490602,0.04078801983702144,27,0.8604148148150521,September
2022-08-28,0.00294870175,2022,8,240,0.21942857142857145,0.0384918049410397,7,0.7685142857147981,August
2022-08-30,0.002915976239,2022,8,242,0.22001732022474613,0.07069952090387341,26,0.8585230769233702,August
2023-09-10,0.002806089005,2023,9,253,0.15118436639483326,0.035967565034966176,38,0.8670947368423733,September
2022-09-26,0.002772018901,2022,9,269,0.15891458812446235,0.05078292638015929,45,0.8367911111113663,September
2022-06-22,0.002766384486,2022,6,173,0.9149110733311079,0.008465219275759587,2,0.7008000000006002,June
2024-09-06,0.002757956149,2024,9,250,0.20670920454975858,0.042255806862016354,30,0.8312933333336391,September
2024-09-05,0.002681235779,2024,9,249,0.1862254787014265,0.03222975094336573,36,0.8243111111114111,September
2023-09-15,0.002678497615,2023,9,258,0.15277403316525134,0.03910670643651142,45,0.8673244444447129,September
